customer_id,declared_monthly_income,employment_type,city_tier
57,30447.04,Self_Employed,Tier_1
58,27526.3,Gig,Tier_3
59,41987.58,Salaried,Tier_2
60,46779.91,Self_Employed,Tier_1
61,33687.43,Self_Employed,Tier_2
62,36329.07,Self_Employed,Tier_2
63,33361.99,Salaried,Tier_1
64,32822.76,Salaried,Tier_3
65,36500.21,Gig,Tier_3
66,48137.44,Salaried,Tier_1
67,29423.92,Gig,Tier_3
68,46021.2,Salaried,Tier_2
69,42169.82,Salaried,Tier_3
70,32193.92,Self_Employed,Tier_1
71,42168.37,Salaried,Tier_2
72,49228.22,Salaried,Tier_3
73,39785.04,Salaried,Tier_1
74,52081.79,Self_Employed,Tier_2
75,24281.53,Salaried,Tier_1
76,36575.22,Gig,Tier_2
77,40522.28,Salaried,Tier_2
78,38205.96,Salaried,Tier_1
79,40550.56,Salaried,Tier_2
80,28074.59,Salaried,Tier_1
81,38681.97,Salaried,Tier_2
82,42142.68,Salaried,Tier_3
83,41823.15,Gig,Tier_1
84,36890.38,Salaried,Tier_2
85,35149.04,Salaried,Tier_1
86,25985.94,Gig,Tier_2
87,45492.41,Salaried,Tier_3
88,32630.01,Gig,Tier_1
89,36821.44,Salaried,Tier_2
90,43079.6,Salaried,Tier_2
91,38873.7,Self_Employed,Tier_2
92,37749.16,Gig,Tier_1
93,35787.68,Salaried,Tier_1
94,27378.7,Gig,Tier_1
95,37647.35,Salaried,Tier_2
96,31218.91,Salaried,Tier_1
97,41776.72,Salaried,Tier_3
98,41566.33,Salaried,Tier_3
99,38046.02,Self_Employed,Tier_1
100,28123.3,Gig,Tier_3
101,18677.03,Gig,Tier_3
102,26634.84,Gig,Tier_1
103,37943.71,Salaried,Tier_1
104,35186.34,Salaried,Tier_1
105,39032.29,Salaried,Tier_3
106,42424.31,Salaried,Tier_3
107,51317.12,Salaried,Tier_2
108,31396.62,Gig,Tier_3
109,40317.95,Self_Employed,Tier_2
110,39553.32,Salaried,Tier_1
111,15000.0,Gig,Tier_2
112,37761.38,Self_Employed,Tier_2
113,40361.38,Salaried,Tier_2
114,60169.18,Self_Employed,Tier_3
115,38845.83,Salaried,Tier_3
116,41809.28,Salaried,Tier_1
117,37687.59,Self_Employed,Tier_2
118,32987.93,Salaried,Tier_1
119,39142.58,Gig,Tier_1
120,44767.4,Self_Employed,Tier_2
121,44746.19,Salaried,Tier_2
122,29815.51,Self_Employed,Tier_3
123,48416.77,Salaried,Tier_2
124,31588.89,Salaried,Tier_1
125,43281.71,Self_Employed,Tier_1
126,53142.73,Salaried,Tier_3
127,34056.78,Salaried,Tier_2
128,25469.62,Gig,Tier_3
129,40597.91,Salaried,Tier_1
130,36979.15,Salaried,Tier_3
131,17594.69,Gig,Tier_3
132,40411.38,Salaried,Tier_1
133,21501.57,Gig,Tier_2
134,42262.33,Self_Employed,Tier_3
135,29725.18,Self_Employed,Tier_1
136,42399.48,Gig,Tier_1
137,30950.72,Self_Employed,Tier_3
138,38067.63,Salaried,Tier_1
139,44881.1,Salaried,Tier_2
140,32614.81,Salaried,Tier_2
141,40047.14,Self_Employed,Tier_1
142,49764.28,Self_Employed,Tier_1
143,30355.1,Salaried,Tier_3
144,31477.07,Gig,Tier_1
145,41559.3,Salaried,Tier_1
146,44690.94,Salaried,Tier_3
147,26867.44,Self_Employed,Tier_1
148,26115.89,Self_Employed,Tier_2
149,43131.65,Salaried,Tier_1
150,41781.91,Salaried,Tier_3
151,32003.94,Gig,Tier_2
152,32771.59,Gig,Tier_2
153,35919.85,Salaried,Tier_1
154,41393.52,Salaried,Tier_3
155,40637.65,Self_Employed,Tier_3
156,24285.19,Gig,Tier_1
157,51194.65,Salaried,Tier_1
158,42264.5,Self_Employed,Tier_3
159,32852.18,Salaried,Tier_2
160,43939.32,Salaried,Tier_3
161,22202.55,Gig,Tier_3
162,36296.68,Gig,Tier_3
163,46951.57,Salaried,Tier_2
164,35075.91,Salaried,Tier_3
165,37707.01,Gig,Tier_3
166,33302.25,Gig,Tier_1
167,45398.54,Self_Employed,Tier_1
168,45174.34,Gig,Tier_3
169,38527.67,Salaried,Tier_3
170,35477.58,Salaried,Tier_1
171,29994.37,Self_Employed,Tier_1
172,35105.14,Salaried,Tier_1
173,39537.39,Salaried,Tier_3
174,32729.22,Gig,Tier_1
175,40490.22,Self_Employed,Tier_1
176,36617.47,Gig,Tier_2
177,30104.02,Gig,Tier_1
178,41628.27,Gig,Tier_1
179,27882.75,Gig,Tier_1
180,56321.01,Salaried,Tier_2
181,43631.01,Self_Employed,Tier_1
182,30285.58,Self_Employed,Tier_2
183,33574.65,Salaried,Tier_2
184,42894.83,Salaried,Tier_2
185,38659.22,Salaried,Tier_3
186,44426.0,Self_Employed,Tier_2
187,42259.14,Self_Employed,Tier_2
188,39563.03,Salaried,Tier_1
189,30378.86,Self_Employed,Tier_1
190,30910.92,Salaried,Tier_3
191,33981.37,Self_Employed,Tier_1
192,45138.39,Salaried,Tier_2
193,41284.56,Salaried,Tier_1
194,32525.57,Salaried,Tier_2
195,31385.45,Gig,Tier_2
196,33082.54,Gig,Tier_2
197,34696.86,Salaried,Tier_2
198,40922.35,Salaried,Tier_1
199,40349.25,Salaried,Tier_2
200,27713.27,Self_Employed,Tier_2
201,42146.72,Salaried,Tier_1
202,43364.71,Salaried,Tier_3
203,47747.46,Self_Employed,Tier_1
204,46322.81,Salaried,Tier_2
205,25600.98,Self_Employed,Tier_1
206,22497.4,Gig,Tier_3
207,42635.32,Self_Employed,Tier_1
208,43082.72,Salaried,Tier_1
209,43090.29,Salaried,Tier_2
210,60821.85,Gig,Tier_1
211,43425.34,Salaried,Tier_2
212,46813.39,Salaried,Tier_2
213,45724.01,Salaried,Tier_1
214,43862.52,Self_Employed,Tier_1
215,35162.58,Self_Employed,Tier_3
216,44553.82,Salaried,Tier_2
217,35363.05,Salaried,Tier_3
218,35868.63,Self_Employed,Tier_1
219,37087.82,Salaried,Tier_3
220,40491.24,Salaried,Tier_3
221,58831.93,Self_Employed,Tier_3
222,21194.61,Self_Employed,Tier_3
223,35490.08,Gig,Tier_2
224,23485.56,Self_Employed,Tier_2
225,26224.55,Gig,Tier_2
226,38711.6,Gig,Tier_2
227,40385.68,Salaried,Tier_1
228,33533.53,Salaried,Tier_2
229,31562.27,Self_Employed,Tier_2
230,44116.38,Self_Employed,Tier_1
231,35617.8,Salaried,Tier_1
232,41298.75,Salaried,Tier_1
233,38410.15,Self_Employed,Tier_1
234,36090.4,Salaried,Tier_2
235,57295.5,Self_Employed,Tier_1
236,43803.51,Salaried,Tier_2
237,27849.14,Salaried,Tier_1
238,41118.73,Salaried,Tier_3
239,32043.92,Self_Employed,Tier_2
240,36819.47,Gig,Tier_3
241,35244.88,Salaried,Tier_1
242,39311.58,Salaried,Tier_3
243,34039.9,Gig,Tier_3
244,45194.53,Salaried,Tier_2
245,27197.33,Self_Employed,Tier_2
246,37992.99,Salaried,Tier_1
247,37150.33,Salaried,Tier_1
248,36080.02,Salaried,Tier_2
249,50592.73,Salaried,Tier_1
250,42429.89,Salaried,Tier_1
251,26652.04,Self_Employed,Tier_1
252,45507.17,Salaried,Tier_2
253,52732.94,Salaried,Tier_2
254,46194.79,Salaried,Tier_2
255,30883.78,Salaried,Tier_1
256,37094.6,Salaried,Tier_1
257,49402.2,Self_Employed,Tier_1
258,31630.97,Self_Employed,Tier_3
259,42662.92,Salaried,Tier_1
260,44647.8,Salaried,Tier_2
261,22584.56,Gig,Tier_1
262,37464.27,Self_Employed,Tier_3
263,15000.0,Self_Employed,Tier_3
264,21804.9,Gig,Tier_1
265,38484.59,Salaried,Tier_1
266,32513.3,Salaried,Tier_2
267,52691.7,Self_Employed,Tier_1
268,25128.73,Self_Employed,Tier_3
269,37359.73,Salaried,Tier_2
270,39176.67,Self_Employed,Tier_1
271,41530.19,Gig,Tier_3
272,31384.83,Salaried,Tier_1
273,46978.98,Salaried,Tier_2
274,30081.86,Gig,Tier_1
275,29166.42,Self_Employed,Tier_1
276,42158.93,Self_Employed,Tier_2
277,41194.36,Salaried,Tier_3
278,25198.26,Gig,Tier_2
279,40418.81,Salaried,Tier_3
280,34532.18,Self_Employed,Tier_1
281,40681.1,Salaried,Tier_1
282,43959.18,Self_Employed,Tier_1
283,42688.13,Gig,Tier_3
284,32573.11,Salaried,Tier_3
285,57197.3,Self_Employed,Tier_3
286,20431.21,Self_Employed,Tier_2
287,36633.93,Self_Employed,Tier_3
288,43529.9,Salaried,Tier_3
289,40528.93,Self_Employed,Tier_2
290,36263.8,Salaried,Tier_2
291,38751.27,Salaried,Tier_3
292,26055.99,Gig,Tier_1
293,25285.08,Gig,Tier_1
294,45097.61,Salaried,Tier_2
295,42142.09,Salaried,Tier_1
296,24456.72,Gig,Tier_1
297,45397.6,Salaried,Tier_3
298,41843.8,Salaried,Tier_3
299,45315.76,Self_Employed,Tier_1
300,43777.77,Salaried,Tier_3
301,35026.03,Salaried,Tier_2
302,36638.91,Salaried,Tier_3
303,44725.64,Self_Employed,Tier_2
304,43662.22,Salaried,Tier_3
305,39874.59,Salaried,Tier_1
306,39055.95,Self_Employed,Tier_1
307,49498.98,Self_Employed,Tier_2
308,32675.86,Self_Employed,Tier_2
309,42923.88,Self_Employed,Tier_1
310,36180.27,Self_Employed,Tier_1
311,38693.91,Salaried,Tier_1
312,46592.66,Salaried,Tier_1
313,45428.75,Self_Employed,Tier_3
314,44881.06,Salaried,Tier_1
315,47832.87,Salaried,Tier_2
316,30168.03,Gig,Tier_2
317,44091.72,Salaried,Tier_1
318,38138.4,Salaried,Tier_1
319,41945.0,Salaried,Tier_1
320,36828.71,Self_Employed,Tier_1
321,30775.97,Gig,Tier_2
322,43356.41,Self_Employed,Tier_1
323,23454.23,Gig,Tier_2
324,46739.1,Gig,Tier_2
325,33963.9,Salaried,Tier_2
326,32714.87,Salaried,Tier_1
327,39264.89,Gig,Tier_2
328,36333.3,Gig,Tier_2
329,43744.72,Salaried,Tier_2
330,43770.07,Salaried,Tier_1
331,37889.78,Self_Employed,Tier_1
332,22821.97,Gig,Tier_1
333,38682.24,Self_Employed,Tier_2
334,31905.54,Self_Employed,Tier_1
335,46776.08,Self_Employed,Tier_2
336,39117.66,Salaried,Tier_3
337,23396.02,Gig,Tier_1
338,35107.53,Self_Employed,Tier_2
339,41716.38,Self_Employed,Tier_3
340,36617.65,Salaried,Tier_1
341,30600.02,Self_Employed,Tier_1
342,41462.12,Salaried,Tier_1
343,41469.8,Salaried,Tier_2
344,33437.51,Self_Employed,Tier_1
345,37173.77,Salaried,Tier_2
346,40088.45,Self_Employed,Tier_2
347,24967.24,Self_Employed,Tier_3
348,25332.83,Self_Employed,Tier_2
349,31534.0,Self_Employed,Tier_3
350,38719.32,Salaried,Tier_2
351,40798.17,Self_Employed,Tier_3
352,41802.85,Gig,Tier_1
353,45145.96,Salaried,Tier_1
354,36560.55,Self_Employed,Tier_2
355,39885.9,Salaried,Tier_1
356,28977.24,Self_Employed,Tier_2
357,29851.89,Gig,Tier_2
358,38268.05,Salaried,Tier_1
359,41936.31,Salaried,Tier_2
360,35036.61,Salaried,Tier_1
361,43116.08,Salaried,Tier_3
362,42261.91,Gig,Tier_2
363,29129.92,Gig,Tier_3
364,41615.41,Self_Employed,Tier_1
365,44140.86,Salaried,Tier_3
366,37592.68,Salaried,Tier_2
367,31792.74,Gig,Tier_1
368,38113.33,Self_Employed,Tier_2
369,40586.06,Salaried,Tier_1
370,35361.94,Salaried,Tier_1
371,38220.59,Self_Employed,Tier_3
372,42987.99,Salaried,Tier_2
373,48706.86,Salaried,Tier_3
374,37674.17,Gig,Tier_2
375,52919.09,Salaried,Tier_1
376,35395.91,Salaried,Tier_3
377,45233.92,Salaried,Tier_2
378,31466.74,Gig,Tier_2
379,57708.23,Self_Employed,Tier_2
380,35150.21,Salaried,Tier_1
381,30442.5,Self_Employed,Tier_2
382,32605.47,Self_Employed,Tier_1
383,18884.94,Self_Employed,Tier_3
384,36845.47,Salaried,Tier_2
385,35445.2,Salaried,Tier_3
386,39353.54,Self_Employed,Tier_1
387,42050.54,Salaried,Tier_2
388,54885.54,Self_Employed,Tier_1
389,37603.39,Gig,Tier_3
390,36538.58,Salaried,Tier_1
391,22812.68,Gig,Tier_2
392,42427.27,Self_Employed,Tier_2
393,32078.6,Salaried,Tier_3
394,44651.67,Gig,Tier_1
395,48614.96,Self_Employed,Tier_1
396,26246.59,Gig,Tier_2
397,16294.92,Gig,Tier_3
398,48123.23,Salaried,Tier_3
399,39312.76,Salaried,Tier_3
400,49140.35,Self_Employed,Tier_3
401,30433.43,Salaried,Tier_1
402,32605.62,Self_Employed,Tier_3
403,40031.46,Salaried,Tier_1
404,38422.83,Self_Employed,Tier_1
405,33949.41,Self_Employed,Tier_2
406,43737.1,Salaried,Tier_1
407,33594.28,Salaried,Tier_2
408,36718.58,Self_Employed,Tier_1
409,39082.66,Self_Employed,Tier_1
410,42629.95,Self_Employed,Tier_2
411,35692.92,Gig,Tier_1
412,27878.22,Self_Employed,Tier_3
413,17727.09,Gig,Tier_2
414,47666.06,Salaried,Tier_2
415,40990.83,Self_Employed,Tier_3
416,24012.11,Gig,Tier_2
417,51960.37,Self_Employed,Tier_2
418,39041.07,Self_Employed,Tier_2
419,48613.67,Self_Employed,Tier_1
420,40405.11,Salaried,Tier_3
421,52364.49,Salaried,Tier_2
422,53798.07,Self_Employed,Tier_3
423,28008.29,Gig,Tier_3
424,45829.43,Salaried,Tier_1
425,43808.38,Self_Employed,Tier_3
426,40949.05,Gig,Tier_1
427,34210.46,Salaried,Tier_2
428,35488.41,Gig,Tier_3
429,47525.82,Self_Employed,Tier_2
430,29447.56,Salaried,Tier_2
431,20533.93,Gig,Tier_2
432,19646.91,Self_Employed,Tier_3
433,38383.56,Salaried,Tier_3
434,44305.25,Salaried,Tier_1
435,49014.14,Salaried,Tier_2
436,38666.85,Self_Employed,Tier_3
437,49771.69,Salaried,Tier_1
438,18959.19,Gig,Tier_2
439,29779.71,Salaried,Tier_3
440,39666.71,Salaried,Tier_2
441,42304.39,Salaried,Tier_1
442,39803.83,Salaried,Tier_3
443,15000.0,Gig,Tier_2
444,39465.28,Salaried,Tier_2
445,32173.18,Salaried,Tier_2
446,44027.05,Self_Employed,Tier_2
447,42199.59,Salaried,Tier_3
448,34360.72,Salaried,Tier_1
449,36916.8,Salaried,Tier_1
450,28467.08,Self_Employed,Tier_2
451,29498.57,Gig,Tier_1
452,37641.14,Gig,Tier_2
453,34085.64,Salaried,Tier_2
454,42536.42,Self_Employed,Tier_2
455,36818.45,Salaried,Tier_2
456,35242.76,Salaried,Tier_3
457,39357.82,Salaried,Tier_3
458,28682.82,Self_Employed,Tier_1
459,33017.16,Self_Employed,Tier_2
460,27219.1,Self_Employed,Tier_2
461,55682.53,Self_Employed,Tier_3
462,38317.37,Self_Employed,Tier_3
463,31702.47,Self_Employed,Tier_1
464,41283.88,Salaried,Tier_2
465,36989.05,Self_Employed,Tier_1
466,38674.18,Salaried,Tier_2
467,43685.0,Salaried,Tier_1
468,44817.57,Self_Employed,Tier_3
469,33225.49,Self_Employed,Tier_3
470,25393.45,Gig,Tier_1
471,27799.59,Gig,Tier_2
472,15000.0,Gig,Tier_2
473,30908.85,Salaried,Tier_1
474,40934.99,Gig,Tier_1
475,43159.74,Gig,Tier_3
476,35758.68,Self_Employed,Tier_3
477,34612.46,Gig,Tier_3
478,41867.5,Salaried,Tier_3
479,58473.28,Salaried,Tier_2
480,46717.45,Salaried,Tier_2
481,36848.74,Self_Employed,Tier_2
482,22355.68,Gig,Tier_3
483,30361.32,Salaried,Tier_1
484,41220.78,Salaried,Tier_3
485,31192.84,Self_Employed,Tier_3
486,31466.48,Salaried,Tier_1
487,24827.42,Gig,Tier_3
488,33510.71,Salaried,Tier_2
489,50122.85,Salaried,Tier_3
490,45289.84,Salaried,Tier_2
491,39952.16,Salaried,Tier_3
492,48879.66,Salaried,Tier_2
493,38696.31,Self_Employed,Tier_2
494,23109.73,Gig,Tier_2
495,51708.12,Self_Employed,Tier_1
496,43233.46,Salaried,Tier_1
497,33776.52,Salaried,Tier_2
498,28477.29,Gig,Tier_1
499,34746.29,Salaried,Tier_2
500,18937.6,Gig,Tier_3
501,45557.07,Salaried,Tier_2
502,55184.75,Self_Employed,Tier_3
503,31608.59,Salaried,Tier_1
504,43377.82,Salaried,Tier_1
505,24794.86,Gig,Tier_2
506,33615.87,Self_Employed,Tier_2
507,32668.45,Self_Employed,Tier_1
508,30224.08,Self_Employed,Tier_1
509,40291.13,Salaried,Tier_2
510,35014.3,Salaried,Tier_3
511,41622.74,Salaried,Tier_1
512,29598.1,Gig,Tier_1
513,38566.31,Salaried,Tier_3
514,34554.62,Salaried,Tier_3
515,36539.37,Salaried,Tier_1
516,44532.35,Salaried,Tier_1
517,42508.25,Self_Employed,Tier_1
518,34134.67,Salaried,Tier_3
519,40595.99,Salaried,Tier_1
520,44508.32,Salaried,Tier_1
521,22975.35,Self_Employed,Tier_2
522,42890.24,Self_Employed,Tier_2
523,32036.39,Self_Employed,Tier_2
524,43423.59,Salaried,Tier_2
525,23893.93,Gig,Tier_1
526,21756.06,Self_Employed,Tier_3
527,23352.12,Self_Employed,Tier_2
528,30384.68,Gig,Tier_1
529,41558.34,Salaried,Tier_2
530,29861.15,Self_Employed,Tier_2
531,35108.74,Gig,Tier_1
532,30030.88,Salaried,Tier_2
533,39603.52,Salaried,Tier_1
534,27100.85,Self_Employed,Tier_2
535,36088.98,Salaried,Tier_3
536,38426.59,Self_Employed,Tier_2
537,30256.28,Self_Employed,Tier_1
538,34539.0,Self_Employed,Tier_3
539,47056.64,Self_Employed,Tier_3
540,32807.97,Self_Employed,Tier_1
541,45014.15,Salaried,Tier_1
542,33221.76,Salaried,Tier_2
543,43178.83,Salaried,Tier_1
544,48649.41,Salaried,Tier_2
545,25170.13,Salaried,Tier_1
546,23624.84,Gig,Tier_1
547,34616.58,Gig,Tier_1
548,38781.73,Salaried,Tier_2
549,32969.17,Gig,Tier_2
550,32564.13,Self_Employed,Tier_2
551,40519.54,Salaried,Tier_1
552,39065.94,Salaried,Tier_2
553,48510.04,Self_Employed,Tier_3
554,40289.79,Self_Employed,Tier_3
555,41038.42,Self_Employed,Tier_1
556,34293.11,Self_Employed,Tier_1
557,33611.54,Self_Employed,Tier_1
558,37404.65,Salaried,Tier_3
559,42366.71,Salaried,Tier_3
560,34211.14,Self_Employed,Tier_3
561,32318.2,Gig,Tier_3
562,46603.21,Gig,Tier_2
563,45840.12,Self_Employed,Tier_1
564,27391.81,Gig,Tier_3
565,47207.28,Salaried,Tier_1
566,34327.32,Self_Employed,Tier_1
567,27771.25,Salaried,Tier_1
568,21935.31,Gig,Tier_2
569,28775.25,Salaried,Tier_1
570,34836.38,Self_Employed,Tier_1
571,38165.77,Self_Employed,Tier_1
572,50058.62,Salaried,Tier_1
573,41961.56,Salaried,Tier_2
574,36028.1,Self_Employed,Tier_2
575,44976.43,Salaried,Tier_1
576,26733.19,Salaried,Tier_2
577,40120.53,Self_Employed,Tier_1
578,44937.79,Self_Employed,Tier_2
579,31128.48,Salaried,Tier_1
580,48293.79,Self_Employed,Tier_1
581,42030.98,Salaried,Tier_1
582,34262.41,Self_Employed,Tier_2
583,43695.04,Self_Employed,Tier_1
584,53624.16,Salaried,Tier_2
585,41091.2,Salaried,Tier_1
586,41489.32,Salaried,Tier_1
587,37243.83,Salaried,Tier_1
588,34900.93,Salaried,Tier_2
589,44982.01,Salaried,Tier_1
590,30295.25,Self_Employed,Tier_2
591,30572.53,Gig,Tier_3
592,37134.06,Salaried,Tier_3
593,42873.88,Salaried,Tier_1
594,32669.3,Gig,Tier_3
595,47337.86,Self_Employed,Tier_2
596,33409.85,Self_Employed,Tier_2
597,38380.75,Salaried,Tier_1
598,34127.42,Salaried,Tier_3
599,34001.36,Self_Employed,Tier_3
600,33018.4,Gig,Tier_1
601,36055.91,Gig,Tier_1
602,29700.51,Self_Employed,Tier_2
603,45217.64,Salaried,Tier_1
604,48133.83,Salaried,Tier_1
605,42480.61,Salaried,Tier_2
606,51260.77,Salaried,Tier_2
607,23809.69,Gig,Tier_1
608,26798.11,Self_Employed,Tier_3
609,15770.24,Gig,Tier_1
610,48976.27,Salaried,Tier_1
611,43889.29,Self_Employed,Tier_3
612,37499.74,Self_Employed,Tier_1
613,40519.72,Self_Employed,Tier_2
614,27870.6,Self_Employed,Tier_3
615,54674.51,Salaried,Tier_3
616,39162.99,Self_Employed,Tier_2
617,38984.55,Self_Employed,Tier_3
618,44531.9,Self_Employed,Tier_1
619,42886.06,Salaried,Tier_2
620,41343.3,Salaried,Tier_1
621,35257.15,Salaried,Tier_2
622,42828.81,Salaried,Tier_2
623,51292.15,Salaried,Tier_3
624,48072.52,Salaried,Tier_3
625,42745.49,Gig,Tier_2
626,33399.06,Self_Employed,Tier_2
627,29093.56,Self_Employed,Tier_3
628,28993.7,Gig,Tier_2
629,30445.8,Gig,Tier_2
630,46565.15,Salaried,Tier_2
631,29845.21,Salaried,Tier_1
632,49177.3,Salaried,Tier_3
633,39051.95,Salaried,Tier_2
634,34158.07,Self_Employed,Tier_1
635,33927.37,Salaried,Tier_2
636,30070.86,Salaried,Tier_2
637,44939.02,Salaried,Tier_1
638,40439.91,Salaried,Tier_2
639,32260.23,Salaried,Tier_2
640,26344.29,Self_Employed,Tier_2
641,37985.29,Salaried,Tier_1
642,53021.19,Self_Employed,Tier_1
643,35663.68,Self_Employed,Tier_2
644,17974.86,Gig,Tier_3
645,38525.54,Salaried,Tier_2
646,38363.66,Salaried,Tier_1
647,15000.0,Gig,Tier_2
648,39674.23,Salaried,Tier_2
649,28152.52,Gig,Tier_1
650,44177.24,Salaried,Tier_3
651,44791.65,Gig,Tier_2
652,39012.52,Gig,Tier_2
653,35580.0,Self_Employed,Tier_2
654,28041.27,Self_Employed,Tier_2
655,55440.16,Salaried,Tier_1
656,40355.31,Salaried,Tier_1
657,30111.43,Gig,Tier_2
658,39855.25,Salaried,Tier_1
659,41188.51,Salaried,Tier_3
660,39133.84,Salaried,Tier_3
661,25410.7,Gig,Tier_3
662,36718.85,Salaried,Tier_1
663,37705.22,Self_Employed,Tier_1
664,36739.45,Salaried,Tier_1
665,24297.23,Gig,Tier_3
666,30851.44,Gig,Tier_1
667,38470.14,Salaried,Tier_2
668,51535.94,Self_Employed,Tier_1
669,24094.18,Salaried,Tier_1
670,47823.56,Self_Employed,Tier_2
671,49214.77,Self_Employed,Tier_1
672,15000.0,Gig,Tier_2
673,27258.5,Gig,Tier_1
674,27028.47,Gig,Tier_3
675,31554.93,Salaried,Tier_1
676,35333.1,Salaried,Tier_2
677,21115.39,Gig,Tier_3
678,44018.16,Gig,Tier_1
679,45614.07,Salaried,Tier_2
680,40172.44,Gig,Tier_2
681,44330.03,Salaried,Tier_3
682,20967.59,Gig,Tier_1
683,33279.32,Self_Employed,Tier_1
684,33915.0,Gig,Tier_1
685,32667.23,Salaried,Tier_3
686,44277.99,Salaried,Tier_2
687,38558.05,Salaried,Tier_1
688,37751.08,Salaried,Tier_2
689,44265.76,Salaried,Tier_3
690,42665.58,Salaried,Tier_1
691,27112.27,Gig,Tier_3
692,48433.97,Self_Employed,Tier_3
693,33513.62,Salaried,Tier_1
694,34927.48,Gig,Tier_2
695,43558.61,Salaried,Tier_2
696,38142.72,Salaried,Tier_1
697,41956.8,Salaried,Tier_1
698,19991.09,Gig,Tier_2
699,46316.24,Self_Employed,Tier_2
700,38890.59,Salaried,Tier_1
701,36863.66,Salaried,Tier_1
702,46294.06,Salaried,Tier_3
703,35773.94,Salaried,Tier_1
704,18732.31,Gig,Tier_2
705,30660.22,Salaried,Tier_2
706,43636.06,Salaried,Tier_1
707,32317.42,Salaried,Tier_2
708,50528.77,Salaried,Tier_2
709,19262.64,Self_Employed,Tier_1
710,43571.65,Gig,Tier_1
711,39899.16,Self_Employed,Tier_2
712,29226.3,Gig,Tier_2
713,36730.49,Salaried,Tier_2
714,41592.23,Self_Employed,Tier_3
715,39774.19,Salaried,Tier_1
716,47929.72,Self_Employed,Tier_1
717,39028.05,Self_Employed,Tier_2
718,39352.72,Self_Employed,Tier_2
719,37818.33,Salaried,Tier_1
720,37487.49,Self_Employed,Tier_3
721,41846.81,Salaried,Tier_3
722,29738.99,Salaried,Tier_2
723,25866.33,Self_Employed,Tier_3
724,44459.58,Salaried,Tier_3
725,41025.19,Salaried,Tier_1
726,38896.1,Salaried,Tier_1
727,40110.6,Salaried,Tier_3
728,41128.24,Self_Employed,Tier_3
729,33142.16,Self_Employed,Tier_1
730,30995.26,Self_Employed,Tier_1
731,41175.07,Salaried,Tier_3
732,22173.02,Gig,Tier_1
733,42449.52,Salaried,Tier_1
734,16379.33,Gig,Tier_2
735,38233.25,Gig,Tier_1
736,33780.78,Gig,Tier_2
737,41536.18,Salaried,Tier_3
738,46844.22,Self_Employed,Tier_3
739,52989.27,Self_Employed,Tier_1
740,47129.33,Self_Employed,Tier_3
741,21432.13,Self_Employed,Tier_1
742,32322.54,Salaried,Tier_2
743,36251.09,Salaried,Tier_2
744,40156.55,Salaried,Tier_2
745,43105.95,Salaried,Tier_1
746,24194.05,Gig,Tier_1
747,31494.13,Gig,Tier_1
748,23956.94,Gig,Tier_3
749,36330.89,Salaried,Tier_2
750,31560.03,Salaried,Tier_3
751,29690.9,Self_Employed,Tier_3
752,31889.89,Salaried,Tier_2
753,29217.14,Self_Employed,Tier_1
754,46321.85,Salaried,Tier_3
755,34303.61,Salaried,Tier_1
756,61691.44,Self_Employed,Tier_2
757,42439.86,Self_Employed,Tier_3
758,41109.02,Salaried,Tier_3
